Prediction Confidence (%),True Label,Predicted Label,Result
17.371712,0,0,CORRECT
61.640854,0,1,WRONG
40.76231,1,0,WRONG
46.678986,0,0,CORRECT
49.096424,0,0,CORRECT
80.93072,1,1,CORRECT
72.32584,1,1,CORRECT
21.345537,0,0,CORRECT
35.046764,1,0,WRONG
24.062944,0,0,CORRECT
51.780136,1,1,CORRECT
42.57816,1,0,WRONG
17.862661,0,0,CORRECT
28.307781,1,0,WRONG
34.650314,1,0,WRONG
73.85298,1,1,CORRECT
24.426914,0,0,CORRECT
66.07756,1,1,CORRECT
35.827232,0,0,CORRECT
37.507458,0,0,CORRECT
43.085857,1,0,WRONG
30.903584,1,0,WRONG
76.96468,1,1,CORRECT
85.949356,1,1,CORRECT
38.10086,0,0,CORRECT
56.498955,1,1,CORRECT
23.579268,1,0,WRONG
60.53292,0,1,WRONG
21.159986,1,0,WRONG
59.703438,1,1,CORRECT
83.65937,1,1,CORRECT
48.644073,0,0,CORRECT
32.57265,0,0,CORRECT
72.867,1,1,CORRECT
80.47233,0,1,WRONG
58.41593,0,1,WRONG
29.685804,0,0,CORRECT
43.639572,0,0,CORRECT
55.32043,1,1,CORRECT
25.227097,1,0,WRONG
56.79322,0,1,WRONG
36.847706,0,0,CORRECT
64.9616,1,1,CORRECT
40.675182,0,0,CORRECT
35.734932,1,0,WRONG
48.890812,1,0,WRONG
50.158955,1,1,CORRECT
34.853043,1,0,WRONG
49.4664,1,0,WRONG
48.463737,1,0,WRONG
48.642597,0,0,CORRECT
64.86305,0,1,WRONG
76.56923,1,1,CORRECT
72.637436,0,1,WRONG
88.04057,0,1,WRONG
64.57944,1,1,CORRECT
53.072243,0,1,WRONG
84.01499,1,1,CORRECT
87.56512,1,1,CORRECT
36.949078,1,0,WRONG
18.640038,0,0,CORRECT
67.01721,1,1,CORRECT
65.45586,1,1,CORRECT
37.619446,0,0,CORRECT
59.662838,0,1,WRONG
81.867325,1,1,CORRECT
39.88918,1,0,WRONG
70.881546,1,1,CORRECT
40.829735,1,0,WRONG
43.864937,1,0,WRONG
46.12322,0,0,CORRECT
65.832466,1,1,CORRECT
62.82216,1,1,CORRECT
55.932064,0,1,WRONG
58.05714,1,1,CORRECT
44.88241,1,0,WRONG
44.174957,0,0,CORRECT
51.313133,1,1,CORRECT
38.858738,1,0,WRONG
67.04928,1,1,CORRECT
35.895107,1,0,WRONG
35.441666,1,0,WRONG
36.74039,1,0,WRONG
65.69774,1,1,CORRECT
49.70423,0,0,CORRECT
71.07498,1,1,CORRECT
45.75993,0,0,CORRECT
25.652075,1,0,WRONG
48.4748,1,0,WRONG
55.69336,1,1,CORRECT
38.71928,0,0,CORRECT
51.52451,0,1,WRONG
31.342539,1,0,WRONG
42.74104,0,0,CORRECT
48.4563,0,0,CORRECT
47.870087,0,0,CORRECT
58.824158,0,1,WRONG
37.150227,0,0,CORRECT
30.087059,0,0,CORRECT
34.65348,1,0,WRONG
38.296967,1,0,WRONG
44.438835,0,0,CORRECT
64.713806,1,1,CORRECT
40.519104,0,0,CORRECT
48.202564,0,0,CORRECT
71.763054,1,1,CORRECT
49.908764,0,0,CORRECT
41.48859,0,0,CORRECT
9.305375,1,0,WRONG
85.4489,0,1,WRONG
39.979683,0,0,CORRECT
66.86665,0,1,WRONG
16.010069,0,0,CORRECT
75.53501,0,1,WRONG
77.992645,1,1,CORRECT
22.555443,0,0,CORRECT
55.54839,0,1,WRONG
23.189178,1,0,WRONG
68.82565,1,1,CORRECT
88.54906,1,1,CORRECT
93.5518,1,1,CORRECT
67.673065,1,1,CORRECT
40.7532,0,0,CORRECT
24.715965,0,0,CORRECT
83.317345,1,1,CORRECT
41.36548,1,0,WRONG
67.059456,0,1,WRONG
28.942495,0,0,CORRECT
21.187485,0,0,CORRECT
42.574284,0,0,CORRECT
41.96741,1,0,WRONG
88.13719,1,1,CORRECT
27.765984,0,0,CORRECT
32.274975,1,0,WRONG
61.217915,0,1,WRONG
8.067146,0,0,CORRECT
93.043625,1,1,CORRECT
43.239967,1,0,WRONG
34.2437,1,0,WRONG
25.083807,0,0,CORRECT
74.06412,0,1,WRONG
45.74931,1,0,WRONG
67.85108,1,1,CORRECT
81.81106,1,1,CORRECT
11.671585,0,0,CORRECT
66.84147,1,1,CORRECT
71.01559,1,1,CORRECT
70.73745,1,1,CORRECT
85.561,0,1,WRONG
28.34144,1,0,WRONG
66.97739,1,1,CORRECT
82.72988,0,1,WRONG
71.72656,1,1,CORRECT
36.78051,1,0,WRONG
70.539215,1,1,CORRECT
27.476486,0,0,CORRECT
23.726566,0,0,CORRECT
55.72744,1,1,CORRECT
26.733612,1,0,WRONG
80.9289,1,1,CORRECT
82.54836,1,1,CORRECT
31.507502,0,0,CORRECT
32.18537,0,0,CORRECT
73.83078,1,1,CORRECT
19.734823,0,0,CORRECT
63.095062,1,1,CORRECT
36.90622,1,0,WRONG
8.237871,0,0,CORRECT
67.57121,1,1,CORRECT
58.948624,1,1,CORRECT
52.665554,0,1,WRONG
45.2068,1,0,WRONG
43.45844,0,0,CORRECT
31.81885,0,0,CORRECT
32.858555,1,0,WRONG
55.048668,0,1,WRONG
37.071224,0,0,CORRECT
47.03642,1,0,WRONG
52.230824,0,1,WRONG
43.307983,0,0,CORRECT
55.17186,0,1,WRONG
62.675327,0,1,WRONG
49.00659,1,0,WRONG
42.497215,1,0,WRONG
61.952835,1,1,CORRECT
65.30657,1,1,CORRECT
46.797283,0,0,CORRECT
48.071655,0,0,CORRECT
50.701653,1,1,CORRECT
42.366817,0,0,CORRECT
30.762009,1,0,WRONG
28.894897,0,0,CORRECT
32.658993,1,0,WRONG
43.228428,1,0,WRONG
56.156666,0,1,WRONG
50.038456,1,1,CORRECT
65.11911,0,1,WRONG
46.08084,1,0,WRONG
55.491108,0,1,WRONG
43.60192,0,0,CORRECT
74.71726,1,1,CORRECT
79.31984,1,1,CORRECT
41.79648,1,0,WRONG
38.231453,0,0,CORRECT
36.662422,0,0,CORRECT
67.23808,0,1,WRONG
39.810696,1,0,WRONG
57.90459,0,1,WRONG
37.00418,0,0,CORRECT
14.233239,0,0,CORRECT
48.242126,0,0,CORRECT
50.62864,1,1,CORRECT
26.739645,0,0,CORRECT
61.93444,1,1,CORRECT
75.65565,0,1,WRONG
89.90454,0,1,WRONG
46.670273,0,0,CORRECT
24.357506,1,0,WRONG
56.359375,0,1,WRONG
84.15265,1,1,CORRECT
33.199387,0,0,CORRECT
36.08909,0,0,CORRECT
77.71599,1,1,CORRECT
71.09924,1,1,CORRECT
38.95858,0,0,CORRECT
72.121284,1,1,CORRECT
85.81659,0,1,WRONG
67.850105,1,1,CORRECT
62.062584,0,1,WRONG
29.784647,0,0,CORRECT
91.743866,1,1,CORRECT
93.31046,1,1,CORRECT
35.528767,0,0,CORRECT
25.61349,0,0,CORRECT
67.363976,1,1,CORRECT
73.80234,1,1,CORRECT
35.277206,1,0,WRONG
61.43406,0,1,WRONG
17.680473,1,0,WRONG
86.1777,1,1,CORRECT
41.322914,1,0,WRONG
75.01619,0,1,WRONG
30.650288,1,0,WRONG
20.258854,0,0,CORRECT
62.08657,1,1,CORRECT
64.770226,0,1,WRONG
75.56896,1,1,CORRECT
76.86606,1,1,CORRECT
59.439457,1,1,CORRECT
74.07853,1,1,CORRECT
78.56734,1,1,CORRECT
38.623997,1,0,WRONG
55.61564,1,1,CORRECT
29.671377,1,0,WRONG
17.399338,0,0,CORRECT
85.47234,1,1,CORRECT
62.572884,1,1,CORRECT
29.57661,0,0,CORRECT
79.25433,1,1,CORRECT
74.29519,1,1,CORRECT
62.232,0,1,WRONG
33.84354,1,0,WRONG
11.478442,0,0,CORRECT
37.59252,1,0,WRONG
41.10064,1,0,WRONG
42.212273,0,0,CORRECT
41.2457,1,0,WRONG
52.78035,0,1,WRONG
56.677944,1,1,CORRECT
38.646698,1,0,WRONG
50.034725,1,1,CORRECT
35.62575,0,0,CORRECT
58.034092,1,1,CORRECT
36.029102,1,0,WRONG
50.17288,0,1,WRONG
46.066555,1,0,WRONG
55.973095,1,1,CORRECT
58.2555,0,1,WRONG
36.731297,1,0,WRONG
61.95221,1,1,CORRECT
49.56208,0,0,CORRECT
47.2869,0,0,CORRECT
50.4211,1,1,CORRECT
53.624695,0,1,WRONG
33.135605,0,0,CORRECT
42.68283,1,0,WRONG
49.582417,0,0,CORRECT
30.238338,1,0,WRONG
37.956776,0,0,CORRECT
60.303574,0,1,WRONG
47.037163,0,0,CORRECT
49.05567,1,0,WRONG
35.24428,0,0,CORRECT
62.184,0,1,WRONG
38.35777,0,0,CORRECT
21.751328,0,0,CORRECT
6.0274677,1,0,WRONG
19.682966,0,0,CORRECT
8.882639,0,0,CORRECT
46.707756,0,0,CORRECT
47.61935,0,0,CORRECT
64.35684,1,1,CORRECT
93.92712,1,1,CORRECT
66.52588,1,1,CORRECT
74.26626,0,1,WRONG
33.64829,0,0,CORRECT
47.150642,0,0,CORRECT
73.06751,0,1,WRONG
29.950718,0,0,CORRECT
78.419334,1,1,CORRECT
53.274166,1,1,CORRECT
46.26878,1,0,WRONG
58.276157,1,1,CORRECT
39.69365,0,0,CORRECT
53.42536,1,1,CORRECT
41.828327,1,0,WRONG
56.56484,0,1,WRONG
48.743073,1,0,WRONG
60.228165,1,1,CORRECT
73.17793,1,1,CORRECT
48.850334,1,0,WRONG
43.40985,0,0,CORRECT
64.614876,0,1,WRONG
56.482475,1,1,CORRECT
26.281458,1,0,WRONG
63.56082,1,1,CORRECT
40.12011,0,0,CORRECT
48.836056,1,0,WRONG
30.052227,0,0,CORRECT
24.789547,1,0,WRONG
61.98579,1,1,CORRECT
40.04347,1,0,WRONG
31.701344,1,0,WRONG
49.729855,1,0,WRONG
28.36964,1,0,WRONG
58.112274,1,1,CORRECT
73.252014,1,1,CORRECT
56.722015,1,1,CORRECT
52.131237,0,1,WRONG
75.14428,1,1,CORRECT
37.761513,0,0,CORRECT
46.668224,0,0,CORRECT
32.51522,0,0,CORRECT
54.613884,0,1,WRONG
44.80214,0,0,CORRECT
39.587227,0,0,CORRECT
62.380833,1,1,CORRECT
50.953518,0,1,WRONG
47.477795,0,0,CORRECT
48.93262,1,0,WRONG
54.46506,1,1,CORRECT
64.16987,0,1,WRONG
72.61874,1,1,CORRECT
64.2629,1,1,CORRECT
60.46413,1,1,CORRECT
87.60526,1,1,CORRECT
94.0745,1,1,CORRECT
81.55904,1,1,CORRECT
65.52158,1,1,CORRECT
60.035313,0,1,WRONG
41.930992,0,0,CORRECT
45.063602,1,0,WRONG
73.34751,1,1,CORRECT
7.219775,0,0,CORRECT
7.0275745,0,0,CORRECT
16.312702,0,0,CORRECT
79.68269,1,1,CORRECT
14.069812,0,0,CORRECT
21.018713,1,0,WRONG
27.82977,0,0,CORRECT
16.331863,0,0,CORRECT
23.75776,0,0,CORRECT
77.67575,1,1,CORRECT
25.308727,0,0,CORRECT
78.409836,1,1,CORRECT
82.43809,1,1,CORRECT
38.775795,1,0,WRONG
53.555077,0,1,WRONG
39.56911,1,0,WRONG
93.4346,1,1,CORRECT
95.87622,1,1,CORRECT
6.723815,0,0,CORRECT
8.814882,0,0,CORRECT
11.193776,0,0,CORRECT
18.288527,0,0,CORRECT
75.326324,1,1,CORRECT
80.31159,1,1,CORRECT
18.934227,0,0,CORRECT
69.66573,1,1,CORRECT
21.578655,0,0,CORRECT
77.0391,1,1,CORRECT
28.000006,0,0,CORRECT
21.7252,0,0,CORRECT
84.47764,1,1,CORRECT
77.22202,0,1,WRONG
67.40438,0,1,WRONG
34.270374,1,0,WRONG
22.302675,0,0,CORRECT
75.16105,1,1,CORRECT
66.906075,0,1,WRONG
41.86804,0,0,CORRECT
79.304405,1,1,CORRECT
31.617052,0,0,CORRECT
61.315746,1,1,CORRECT
46.734936,1,0,WRONG
64.388565,1,1,CORRECT
47.177032,1,0,WRONG
43.231575,0,0,CORRECT
34.54811,0,0,CORRECT
50.645126,0,1,WRONG
52.766758,1,1,CORRECT
4.8210206,0,0,CORRECT
92.6218,1,1,CORRECT
92.90021,1,1,CORRECT
92.66247,1,1,CORRECT
10.799699,0,0,CORRECT
15.340126,0,0,CORRECT
14.085481,0,0,CORRECT
84.46919,1,1,CORRECT
21.187809,0,0,CORRECT
19.607517,0,0,CORRECT
75.877975,1,1,CORRECT
21.730762,0,0,CORRECT
77.80602,1,1,CORRECT
22.244722,0,0,CORRECT
73.71212,1,1,CORRECT
68.316765,0,1,WRONG
27.47562,1,0,WRONG
73.5457,1,1,CORRECT
23.894247,0,0,CORRECT
75.5372,1,1,CORRECT
68.89455,1,1,CORRECT
26.17657,1,0,WRONG
69.07969,1,1,CORRECT
27.351442,1,0,WRONG
24.75062,0,0,CORRECT
68.69091,1,1,CORRECT
70.9551,1,1,CORRECT
65.15187,1,1,CORRECT
46.966816,1,0,WRONG
30.385498,0,0,CORRECT
78.80613,1,1,CORRECT
53.073017,0,1,WRONG
45.049538,1,0,WRONG
45.665916,0,0,CORRECT
38.12009,0,0,CORRECT
38.856228,0,0,CORRECT
33.509007,0,0,CORRECT
69.12334,0,1,WRONG
44.02419,1,0,WRONG
65.233574,0,1,WRONG
67.48689,0,1,WRONG
54.37582,1,1,CORRECT
61.764866,0,1,WRONG
36.212906,1,0,WRONG
71.56278,0,1,WRONG
61.722244,0,1,WRONG
55.74025,1,1,CORRECT
28.54496,0,0,CORRECT
58.849644,0,1,WRONG
59.47361,1,1,CORRECT
43.65746,1,0,WRONG
51.137398,0,1,WRONG
42.522297,1,0,WRONG
59.9813,1,1,CORRECT
40.47774,0,0,CORRECT
68.823685,0,1,WRONG
54.751373,1,1,CORRECT
46.280277,0,0,CORRECT
43.094982,1,0,WRONG
40.877254,0,0,CORRECT
42.091797,1,0,WRONG
39.076595,0,0,CORRECT
46.594532,1,0,WRONG
39.494778,0,0,CORRECT
30.797295,0,0,CORRECT
58.25957,1,1,CORRECT
48.490562,0,0,CORRECT
83.46645,1,1,CORRECT
75.147575,1,1,CORRECT
30.648643,0,0,CORRECT
57.141335,0,1,WRONG
80.160675,1,1,CORRECT
56.80192,0,1,WRONG
32.342697,0,0,CORRECT
28.815123,1,0,WRONG
67.41465,1,1,CORRECT
28.493511,1,0,WRONG
31.713057,0,0,CORRECT
69.58275,1,1,CORRECT
55.369545,1,1,CORRECT
68.229485,0,1,WRONG
40.1569,0,0,CORRECT
62.261955,0,1,WRONG
31.396107,0,0,CORRECT
35.246662,0,0,CORRECT
51.192856,1,1,CORRECT
53.86908,1,1,CORRECT
76.10463,1,1,CORRECT
44.843014,0,0,CORRECT
61.187447,1,1,CORRECT
38.26451,0,0,CORRECT
59.960354,1,1,CORRECT
37.213898,1,0,WRONG
42.18096,1,0,WRONG
54.05529,0,1,WRONG
35.872112,1,0,WRONG
46.746094,0,0,CORRECT
43.532375,0,0,CORRECT
43.140434,0,0,CORRECT
67.759544,1,1,CORRECT
41.387775,0,0,CORRECT
58.932964,1,1,CORRECT
22.340393,0,0,CORRECT
45.015686,0,0,CORRECT
21.354904,1,0,WRONG
42.33476,1,0,WRONG
53.81151,0,1,WRONG
46.55475,0,0,CORRECT
59.643047,1,1,CORRECT
44.297703,0,0,CORRECT
44.097675,0,0,CORRECT
58.88834,1,1,CORRECT
39.511776,1,0,WRONG
66.842804,0,1,WRONG
60.595478,0,1,WRONG
57.529186,1,1,CORRECT
54.13888,1,1,CORRECT
66.355156,1,1,CORRECT
8.317029,0,0,CORRECT
36.095524,1,0,WRONG
92.00667,1,1,CORRECT
50.530357,1,1,CORRECT
77.55553,1,1,CORRECT
85.01688,1,1,CORRECT
91.77542,1,1,CORRECT
23.391577,1,0,WRONG
13.782217,1,0,WRONG
31.761002,1,0,WRONG
17.796783,0,0,CORRECT
50.317467,1,1,CORRECT
37.911247,0,0,CORRECT
88.093254,1,1,CORRECT
88.42698,1,1,CORRECT
51.241787,0,1,WRONG
54.58675,0,1,WRONG
14.663495,0,0,CORRECT
86.37374,1,1,CORRECT
54.164314,1,1,CORRECT
46.887474,0,0,CORRECT
23.038862,0,0,CORRECT
19.39063,0,0,CORRECT
62.521587,1,1,CORRECT
50.801373,1,1,CORRECT
80.28527,0,1,WRONG
67.13604,0,1,WRONG
49.88098,1,0,WRONG
51.14259,0,1,WRONG
93.14813,1,1,CORRECT
31.847017,0,0,CORRECT
39.286404,0,0,CORRECT
57.478653,1,1,CORRECT
60.449177,1,1,CORRECT
73.146805,1,1,CORRECT
24.650732,1,0,WRONG
71.6073,1,1,CORRECT
87.0959,0,1,WRONG
57.83191,1,1,CORRECT
60.022118,0,1,WRONG
65.73162,0,1,WRONG
63.198555,1,1,CORRECT
80.488625,1,1,CORRECT
37.363712,1,0,WRONG
39.100964,0,0,CORRECT
85.339485,1,1,CORRECT
49.32147,1,0,WRONG
41.77052,0,0,CORRECT
39.686375,0,0,CORRECT
59.880085,1,1,CORRECT
48.38228,0,0,CORRECT
32.295113,1,0,WRONG
32.60566,1,0,WRONG
69.35631,0,1,WRONG
36.94742,1,0,WRONG
32.685947,1,0,WRONG
76.260376,1,1,CORRECT
74.812294,0,1,WRONG
71.327156,0,1,WRONG
54.804684,1,1,CORRECT
25.819365,1,0,WRONG
34.88921,0,0,CORRECT
31.227049,0,0,CORRECT
56.31615,1,1,CORRECT
15.885912,1,0,WRONG
51.597363,0,1,WRONG
31.90591,0,0,CORRECT
59.84498,1,1,CORRECT
76.08401,1,1,CORRECT
65.11992,0,1,WRONG
60.61638,0,1,WRONG
57.400555,0,1,WRONG
60.444283,1,1,CORRECT
64.65804,1,1,CORRECT
45.62478,0,0,CORRECT
73.48738,0,1,WRONG
49.70575,1,0,WRONG
66.69088,0,1,WRONG
49.21445,1,0,WRONG
51.75783,0,1,WRONG
47.843227,0,0,CORRECT
55.61961,1,1,CORRECT
61.588444,0,1,WRONG
55.262,1,1,CORRECT
59.182686,1,1,CORRECT
62.739517,1,1,CORRECT
31.399403,0,0,CORRECT
44.6548,1,0,WRONG
18.945206,0,0,CORRECT
76.82712,1,1,CORRECT
54.8503,1,1,CORRECT
18.095898,0,0,CORRECT
39.500988,1,0,WRONG
59.354008,0,1,WRONG
41.891983,0,0,CORRECT
77.16684,1,1,CORRECT
68.83623,0,1,WRONG
32.6921,1,0,WRONG
28.79605,0,0,CORRECT
61.8908,1,1,CORRECT
58.08113,0,1,WRONG
59.0968,0,1,WRONG
51.640522,0,1,WRONG
37.909607,1,0,WRONG
25.126156,1,0,WRONG
64.71936,0,1,WRONG
53.892876,1,1,CORRECT
42.920887,0,0,CORRECT
41.857082,1,0,WRONG
55.589027,1,1,CORRECT
60.11202,0,1,WRONG
40.180397,1,0,WRONG
68.74969,1,1,CORRECT
68.360466,1,1,CORRECT
41.168102,1,0,WRONG
94.81486,1,1,CORRECT
54.275913,1,1,CORRECT
45.428192,0,0,CORRECT
32.268833,0,0,CORRECT
23.667036,1,0,WRONG
68.40382,1,1,CORRECT
41.91037,1,0,WRONG
18.856043,0,0,CORRECT
74.35519,1,1,CORRECT
52.354725,1,1,CORRECT
45.242004,0,0,CORRECT
45.633522,1,0,WRONG
71.75277,1,1,CORRECT
51.8003,1,1,CORRECT
53.258823,0,1,WRONG
11.145491,0,0,CORRECT
5.627842,0,0,CORRECT
43.858955,1,0,WRONG
42.729343,0,0,CORRECT
51.44948,1,1,CORRECT
31.79059,1,0,WRONG
55.5059,1,1,CORRECT
55.663525,1,1,CORRECT
70.59214,1,1,CORRECT
71.793236,1,1,CORRECT
42.035637,1,0,WRONG
55.610878,0,1,WRONG
32.1337,0,0,CORRECT
43.090237,1,0,WRONG
46.59815,1,0,WRONG
53.20891,0,1,WRONG
82.85885,1,1,CORRECT
84.64178,0,1,WRONG
54.83104,0,1,WRONG
31.901995,0,0,CORRECT
69.81459,1,1,CORRECT
34.397644,1,0,WRONG
57.586884,0,1,WRONG
46.832973,0,0,CORRECT
79.230865,1,1,CORRECT
77.47341,1,1,CORRECT
30.9962,0,0,CORRECT
58.69911,1,1,CORRECT
65.828964,1,1,CORRECT
24.85694,0,0,CORRECT
53.220005,1,1,CORRECT
68.63881,1,1,CORRECT
88.87847,1,1,CORRECT
15.783918,0,0,CORRECT
67.401,1,1,CORRECT
36.922256,0,0,CORRECT
55.059986,0,1,WRONG
72.53845,0,1,WRONG
68.52373,0,1,WRONG
44.797283,0,0,CORRECT
19.329123,0,0,CORRECT
82.175865,1,1,CORRECT
66.5705,1,1,CORRECT
68.462395,0,1,WRONG
70.22583,1,1,CORRECT
63.714695,1,1,CORRECT
57.80111,1,1,CORRECT
49.447884,1,0,WRONG
91.027954,1,1,CORRECT
93.30672,1,1,CORRECT
61.055397,0,1,WRONG
43.27231,1,0,WRONG
20.794157,0,0,CORRECT
17.748646,0,0,CORRECT
60.415287,1,1,CORRECT
47.966965,1,0,WRONG
89.15167,1,1,CORRECT
91.1073,1,1,CORRECT
35.189007,0,0,CORRECT
43.856323,1,0,WRONG
22.693209,0,0,CORRECT
17.560604,0,0,CORRECT
28.116264,0,0,CORRECT
62.364937,0,1,WRONG
19.771896,1,0,WRONG
55.605877,0,1,WRONG
55.43307,1,1,CORRECT
59.91857,1,1,CORRECT
80.33921,0,1,WRONG
76.7667,1,1,CORRECT
33.13536,0,0,CORRECT
39.856384,1,0,WRONG
87.38094,1,1,CORRECT
22.02582,1,0,WRONG
46.63363,1,0,WRONG
63.73362,0,1,WRONG
19.648891,0,0,CORRECT
73.75696,1,1,CORRECT
75.96909,0,1,WRONG
43.999844,1,0,WRONG
7.077426,0,0,CORRECT
93.033455,1,1,CORRECT
20.967371,0,0,CORRECT
27.845154,0,0,CORRECT
84.10397,1,1,CORRECT
12.128638,0,0,CORRECT
26.025713,0,0,CORRECT
35.82941,0,0,CORRECT
52.39501,0,1,WRONG
72.569244,1,1,CORRECT
43.343403,0,0,CORRECT
59.529804,1,1,CORRECT
14.440021,0,0,CORRECT
45.2311,0,0,CORRECT
84.161964,1,1,CORRECT
79.85062,1,1,CORRECT
86.72651,1,1,CORRECT
17.224243,0,0,CORRECT
35.7641,0,0,CORRECT
77.04489,1,1,CORRECT
77.015495,1,1,CORRECT
62.207924,1,1,CORRECT
32.826797,1,0,WRONG
72.19899,1,1,CORRECT
20.85712,0,0,CORRECT
54.249435,0,1,WRONG
28.50043,0,0,CORRECT
31.343216,1,0,WRONG
31.644245,0,0,CORRECT
41.768772,0,0,CORRECT
15.395718,0,0,CORRECT
44.599716,1,0,WRONG
37.574406,0,0,CORRECT
80.025444,0,1,WRONG
68.96163,0,1,WRONG
18.49338,0,0,CORRECT
27.240866,1,0,WRONG
43.29873,1,0,WRONG
54.61575,0,1,WRONG
81.68418,1,1,CORRECT
47.06251,0,0,CORRECT
24.182869,0,0,CORRECT
59.140755,1,1,CORRECT
38.47068,0,0,CORRECT
65.54669,1,1,CORRECT
42.636406,1,0,WRONG
18.07788,1,0,WRONG
55.241932,1,1,CORRECT
52.77603,0,1,WRONG
53.94288,0,1,WRONG
49.03599,0,0,CORRECT
52.38907,0,1,WRONG
43.28422,0,0,CORRECT
62.337196,1,1,CORRECT
43.55126,0,0,CORRECT
51.40932,1,1,CORRECT
42.89296,0,0,CORRECT
47.76661,0,0,CORRECT
48.67769,1,0,WRONG
14.606317,1,0,WRONG
89.1569,1,1,CORRECT
43.147053,1,0,WRONG
12.864367,0,0,CORRECT
57.217014,0,1,WRONG
58.14046,1,1,CORRECT
57.136787,0,1,WRONG
8.39605,0,0,CORRECT
52.41621,1,1,CORRECT
30.88958,0,0,CORRECT
67.13922,1,1,CORRECT
39.695705,0,0,CORRECT
30.101448,0,0,CORRECT
32.838207,0,0,CORRECT
21.133942,0,0,CORRECT
92.04607,1,1,CORRECT
41.724705,1,0,WRONG
58.02372,1,1,CORRECT
60.37068,1,1,CORRECT
34.55626,0,0,CORRECT
62.139927,1,1,CORRECT
69.79815,0,1,WRONG
57.379387,0,1,WRONG
71.532845,1,1,CORRECT
34.470486,0,0,CORRECT
43.086414,0,0,CORRECT
30.454025,0,0,CORRECT
65.39166,1,1,CORRECT
50.588272,1,1,CORRECT
69.833145,0,1,WRONG
67.502884,1,1,CORRECT
69.43167,1,1,CORRECT
59.89363,1,1,CORRECT
62.91492,0,1,WRONG
44.209423,1,0,WRONG
33.00207,0,0,CORRECT
24.97752,1,0,WRONG
44.703655,1,0,WRONG
83.40982,0,1,WRONG
37.12079,0,0,CORRECT
74.43809,0,1,WRONG
36.667297,0,0,CORRECT
22.920229,1,0,WRONG
62.6882,1,1,CORRECT
40.40019,1,0,WRONG
18.027225,1,0,WRONG
53.033882,1,1,CORRECT
59.759476,0,1,WRONG
50.474693,1,1,CORRECT
60.415066,0,1,WRONG
57.527405,0,1,WRONG
65.79085,1,1,CORRECT
33.78847,0,0,CORRECT
43.076023,1,0,WRONG
36.658543,0,0,CORRECT
40.587864,0,0,CORRECT
54.380653,0,1,WRONG
47.216022,0,0,CORRECT
49.863106,0,0,CORRECT
71.35794,1,1,CORRECT
61.25602,1,1,CORRECT
40.93229,1,0,WRONG
44.973515,0,0,CORRECT
57.444946,0,1,WRONG
64.0015,1,1,CORRECT
25.34842,1,0,WRONG
50.170696,1,1,CORRECT
65.19101,1,1,CORRECT
44.91804,1,0,WRONG
70.63772,1,1,CORRECT
62.800438,1,1,CORRECT
31.567148,1,0,WRONG
34.03534,0,0,CORRECT
63.50495,0,1,WRONG
54.976105,1,1,CORRECT
47.182095,1,0,WRONG
46.84723,0,0,CORRECT
57.84096,1,1,CORRECT
36.99196,0,0,CORRECT
40.00338,0,0,CORRECT
47.3719,1,0,WRONG
53.787254,0,1,WRONG
65.774956,1,1,CORRECT
63.25898,0,1,WRONG
58.32141,0,1,WRONG
59.31992,0,1,WRONG
41.07862,0,0,CORRECT
40.49917,1,0,WRONG
47.002117,1,0,WRONG
52.180897,0,1,WRONG
31.265297,1,0,WRONG
36.559486,0,0,CORRECT
21.84144,1,0,WRONG
60.28385,1,1,CORRECT
38.30061,0,0,CORRECT
28.70026,0,0,CORRECT
49.154728,1,0,WRONG
31.569695,0,0,CORRECT
46.12846,0,0,CORRECT
62.51187,0,1,WRONG
31.609133,0,0,CORRECT
48.158035,1,0,WRONG
44.040936,0,0,CORRECT
56.50795,0,1,WRONG
36.734943,1,0,WRONG
40.260048,0,0,CORRECT
62.059097,0,1,WRONG
48.29468,0,0,CORRECT
49.2414,1,0,WRONG
57.68813,0,1,WRONG
59.31971,1,1,CORRECT
58.778336,0,1,WRONG
53.73984,1,1,CORRECT
47.24839,0,0,CORRECT
65.04016,1,1,CORRECT
70.64153,0,1,WRONG
39.50937,1,0,WRONG
61.327217,0,1,WRONG
35.182796,0,0,CORRECT
26.782125,0,0,CORRECT
49.52433,0,0,CORRECT
39.51655,0,0,CORRECT
58.13908,1,1,CORRECT
51.089436,0,1,WRONG
48.001297,1,0,WRONG
54.90661,1,1,CORRECT
63.966812,0,1,WRONG
60.441387,1,1,CORRECT
43.491043,1,0,WRONG
57.586987,1,1,CORRECT
46.79085,0,0,CORRECT
54.271286,1,1,CORRECT
53.37693,0,1,WRONG
40.476467,0,0,CORRECT
58.398308,1,1,CORRECT
40.86582,1,0,WRONG
67.50439,0,1,WRONG
37.687447,0,0,CORRECT
46.519573,0,0,CORRECT
35.619724,1,0,WRONG
71.7553,0,1,WRONG
71.01392,1,1,CORRECT
23.028858,0,0,CORRECT
40.704052,0,0,CORRECT
65.37103,1,1,CORRECT
28.666151,0,0,CORRECT
81.10138,1,1,CORRECT
36.198513,0,0,CORRECT
27.353945,0,0,CORRECT
59.59725,1,1,CORRECT
38.27928,1,0,WRONG
53.18555,0,1,WRONG
39.890697,1,0,WRONG
21.774527,0,0,CORRECT
38.054256,0,0,CORRECT
52.791065,1,1,CORRECT
32.92369,1,0,WRONG
